Full Name,First Name,Last Name,Title of Presentation,Appeared,Paper Title,Link To Paper,Experiment Type,No Publications,Corresponding Chapter,Corresponding Chapter.1,Added to Zotero,Worker(s),Checked by RP,Action Needed
Matias Strehl,matias,strehl,,No,,,,,,,FALSE,,FALSE,
Mats PERSSON,mats,persson,“An Experiment Evaluating the Distribution of Decision-Control Rights and Their Effect on Performance”,No,,,,,,,FALSE,,FALSE,
Matt Goldman,matt,goldman,"""Teams Contribute More And Punish Less""",No,,,,,,,FALSE,,FALSE,
Matt McMahon,matt,mcmahon,“Secondary Currency Acceptance: Experimental Evidence with a Dual Currency Search Model”,No,,,,,,,FALSE,,FALSE,
Matt Van Essen,matt,essen,"""Group Formation And Performance""",No,,,,,,,FALSE,,FALSE,
Matt Wiser,matt,wiser,Disclosure of Socially Responsible Product Information in Competitive Markets,No,,,,,,,FALSE,,FALSE,
Matteo Galizzi,matteo,galizzi,Looking at creativity from east to west: risk taking and intrinsic motivation in socially and culturally diverse countries,No,,,,,,,FALSE,,FALSE,
Matteo GALIZZI,matteo,galizzi," ""Varying Ecological Validity in the Laboratory""",No,,,,,,,FALSE,,FALSE,
Matteo Maria Marini,matteo,marini,"Self selection, competition, and the willingness to share",No,,,,,,,FALSE,,FALSE,
Matteo Migheli,matteo,migheli,"""Intelligence Disclosure and Cooperation in Repeated Interactions""",No,,,,,,,FALSE,,FALSE,
Matteo Ploner,matteo,ploner,"""Heterogeneous Beliefs: a Study of Causal Impact of Individual Beliefs on Vaccine Decisions""",No,,,,,,,FALSE,,FALSE,
Matteo PLONER,matteo,ploner,Coordination failure? Individual decision making under different guessing games,No,,,,,,,FALSE,,FALSE,
Matteo Ruzzante,matteo,ruzzante,"""Is feedback always positive? Experimental evidence from public schools in Peru""",No,,,,,,,FALSE,,FALSE,
Matteo Scacchi,matteo,scacchi,Eliciting family norms in a representative survey,No,,,,,,,FALSE,,FALSE,
Matthew Embrey,matthew,embrey,“Which is Better for Green Markets: Subsidies or Surcharges? An Experimental Analysis”,No,,,,,,,FALSE,,FALSE,
Matthew Hashim,matthew,hashim,Testable Implications of Level-k Thinking,No,,,,,,,FALSE,,FALSE,
Matthew Jones,matthew,jones,An Experimental Analysis of Charitable Donations of Time and Money,Yes,,,,,,,,,,
Matthew McMahon,matthew,mcmahon,Do Markets Crowd out Morals? Field Experimental Evidence from the Last People's Commune in China,No,,,,,,,FALSE,,FALSE,
Matthew R. ROELOFS,matthew,roelofs,“Endogenous Prospect Theory”,No,,,,,,,FALSE,,FALSE,
Matthew Rabin,matthew,rabin,The Evolution of Behavior in the Marketplace: Evidence from an Exchange Experiment in Rural Sierra Leone,Yes,,,,,,,,,,
Matthew Ridley,matthew,ridley,,No,,,,,,,FALSE,,FALSE,
Matthew Roelofs,matthew,roelofs,“The Impact of Price Frames on Consumer Decision Making”,No,,,,,,,FALSE,,FALSE,
Matthew Taylor,matthew,taylor,“An Experimental Investigation of Supplier Coordination With EndogenouslySelected Groups”,No,,,,,,,FALSE,,FALSE,
Matthew Walker,matthew,walker,"""Voluntary Partnerships and Cooperation: An Experimental Study""",Yes,,,,,,,,,,
Matthew White Ridley,matthew,ridley,"""Experimental Commodity Markets with Storage""",No,,,,,,,FALSE,,FALSE,
Matthias Greiff,matthias,greiff,Dominated Contracts in Team Production,No,,,,,,,FALSE,,FALSE,
Matthias Praxmarer,matthias,praxmarer,Better do it together: The relativity of moral judgments,No,,,,,,,FALSE,,FALSE,
Matthias Sutter,matthias,sutter,"“Does Economic Freedom Promote Prosociality and Nash Play? A Meta-Meta-Analysis of Experimental Economics Studies and Economic Freedom,”",Yes,,,,,,,,,,
Matthias Weber,matthias,weber,Exogenous and endogenous corporate value statements and help (or sabotage) in the rank-order tournaments - A laboratory experiment,Yes,,,,,,,,,,
Matthias Wibral,matthias,wibral,Ambiguity in Contracts: An Online Experiment,No,,,,,,,FALSE,,FALSE,
Matthieu Pourieux,matthieu,pourieux,"""Impact of lying aversion and prosociality on cheating""",No,,,,,,,FALSE,,FALSE,
Mattia Nardotto,mattia,nardotto,Altruistic punishment as norm-signaling,No,,,,,,,FALSE,,FALSE,
Mattie Toma,mattie,toma,Factors causing non-sincere bidding in the Vickrey auction,Yes,,,,,,,,,,
Mauricio Solorio,mauricio,solorio,,No,,,,,,,FALSE,,FALSE,
Maurizio Iacopeta,maurizio,iacopeta,Color as a Priming Factor in Financial Decisions,No,,,,,,,FALSE,,FALSE,
Mauro Papi,mauro,papi,Multilateral Bargaining with Costly Recognition: An Experiment,No,,,,,,,FALSE,,FALSE,
Max Lobeck,max,lobeck,"Digital Propaganda, Critical Thinking and Stable Preferences",No,,,,,,,FALSE,,FALSE,
Max Planck,max,planck,"""Testing the limits of attraction effect""",No,,,,,,,FALSE,,FALSE,
Maxime Bonneau,maxime,bonneau,Quality verification in markets with reputation: Theory and experiment,No,,,,,,,FALSE,,FALSE,
Maxime Nicolas,maxime,nicolas,"""Algorithmic Price Recommendations and Collusion: Experimental Evidence""",No,,,,,,,FALSE,,FALSE,
Maximilian Andres,maximilian,andres,"""Quotas and Opioid Crisis: An Experimental Analysis""",No,,,,,,,FALSE,,FALSE,
Maximilian Germann,maximilian,germann,What Determines Non-equilibrium Behavior in Games: Wrong Belief or Limited Ability?,No,,,,,,,FALSE,,FALSE,
Maximilian Hoyer,maximilian,hoyer,"""Voluntary Cooperation in Networks Without Network Externalities: An Experimental Study""",No,,,,,,,FALSE,,FALSE,
Maximilian Spaeth,maximilian,spaeth,"""Hidden Identity and Social Preferences: Evidence From Sexual Minorities""",No,,,,,,,FALSE,,FALSE,
Maya Haran Rosen,maya,rosen,"""The trade-off between liquidity and insurance: a lab-in-the-field experiment with Colombian rural workers""",No,,,,,,,FALSE,,FALSE,
Mayada Oudah,mayada,oudah,"""Strategic Complexity and the Value of Thinking""",No,,,,,,,FALSE,,FALSE,
Mayuko Nakamaru,mayuko,nakamaru,Markets and the emergence of social relationships: A Laboratory Experiment,No,,,,,,,FALSE,,FALSE,
Md Moshi Ul Alam,md,alam,"""The Minority Trap: Minority Status Drives Women Out of Male-Dominated Fields""",No,,,,,,,FALSE,,FALSE,
Megan Lang,megan,lang,"""Psychology, Skills, or Cash?""",Yes,,,,,,,,,,
Meghana Bhatt,meghana,bhatt,An experimental analysis of blind punishment on non-verifiable behavior,No,,,,,,,FALSE,,FALSE,
Mehmet Yigit Gurdal,mehmet,gurdal,Voluntary Partnerships For Equally Sharing Contribution Costs - Theoretical Aspects and Experimental Evidence -,No,,,,,,,FALSE,,FALSE,
Mei Gao,mei,gao,Do women choke under pressure? The effect of stakes on the gender gap in competition,No,,,,,,,FALSE,,FALSE,
Meike Benker,meike,benker,An Experiment on Partial Cross-Ownership in Oligopolistic Markets,No,,,,,,,FALSE,,FALSE,
Melanie Dunger,melanie,dunger,Residential discrimination and trustworthiness,No,,,,,,,FALSE,,FALSE,
Melanie Parravano,melanie,parravano,"""Time is money! Experiments on the values of time saving""",No,,,,,,,FALSE,,FALSE,
Melanie Wasserman,melanie,wasserman,"""Who Ya Gonna Call?: Investigating gender differences in demand for parental involvement""",No,,,,,,,FALSE,,FALSE,
Meng-Chien Su,meng-chien,su,Voluntary Contribution Mechanism Played over an Infinite HorizonVoluntary Contribution Mechanism Played over an Infinite Horizon Voluntary Contribution Mechanism Played over an Infinite Horizon,No,,,,,,,FALSE,,FALSE,
Meng-Jhang Fong,meng-jhang,fong,,No,,,,,,,FALSE,,FALSE,
Menghan Xu,menghan,xu,Should misfortunes come singly? Investigation of individuals' outcome editing in financial and social contexts,No,,,,,,,FALSE,,FALSE,
Mengling Li,mengling,li,Emotional intelligence in ultimatum and trust games,No,,,,,,,FALSE,,FALSE,
Menglong Guan,menglong,guan,,No,,,,,,,FALSE,,FALSE,
Mengxing Wei,mengxing,wei,"""Grit, Discounting, & Time Inconsistency""",No,,,,,,,FALSE,,FALSE,
Menusch Khadjavi,menusch,khadjavi,Giving Less after Being Generous: An Experiment on Donation Behavior,Yes,,,,,,,,,,
Merav Malcman,merav,malcman,The misery of spending down the nest egg,No,,,,,,,FALSE,,FALSE,
Merel van Hulsen,merel,hulsen,The Cross-section of Return and Risk Relationship: New Evidences from Portfolio Diversification Strategies,No,,,,,,,FALSE,,FALSE,
Merve Akbas,merve,akbas,An Experimental Investigation into the Success or Failure of Joint Ventures,No,,,,,,,FALSE,,FALSE,
Meryl Motika,meryl,motika,"""Simultaneous Screening and College Admissions: An Experimental Study""",No,,,,,,,FALSE,,FALSE,
Mey-Ling Sommer,mey-ling,sommer,"""The Experience of Social Risk""",No,,,,,,,FALSE,,FALSE,
Mia Karabegovic,mia,karabegovic,Employees’ reaction to gender pay transparency: an online experiment,No,,,,,,,FALSE,,FALSE,
Mia Kesselman-Evans,mia,kesselman-evans,,No,,,,,,,FALSE,,FALSE,
Miao Jin,miao,jin,Index products and asset markets,No,,,,,,,FALSE,,FALSE,
Michael Brock,michael,brock,"""Discrimination and Stereotypes in the Age of Covid19- Evidence from a Field Experiment""",No,,,,,,,FALSE,,FALSE,
Michael Caldara,michael,caldara,Fact or Fiction? Gender and the Truthfulness of Campaign Messages,No,,,,,,,FALSE,,FALSE,
Michael Cooper,michael,cooper,"""Salience Perception and Behavior in Risk, Time, and Social Choice""",Yes,,,,,,,,,,
Michael Ewens,michael,ewens,Monopolistic Competition in the Lab,No,,,,,,,FALSE,,FALSE,
Michael Kirchler,michael,kirchler,Monetary Policies in the Laboratory,Yes,,,,,,,,,,
Michael Kremer,michael,kremer,Mimicry,Yes,,,,,,,,,,
Michael Kuhn,michael,kuhn,Verbal Feedback and Punishment in Public Good Games.,Yes,,,,,,,,,,
Michael Kurschilgen,michael,kurschilgen,Information Exchange and Multiple Peer Groups: A Natural Experiment in an Online Community,No,,,,,,,FALSE,,FALSE,
Michael Majerczyk,michael,majerczyk,“Trust COVID and Negative Income Shocks”,No,,,,,,,FALSE,,FALSE,
Michael McBride,michael,mcbride,"""Coordination Games in the Continuous Time""",No,,,,,,,FALSE,,FALSE,
Michael McKee,michael,mckee,Peer Pressure Incentives and Gender: An Experimental Analysis of Motivation in the Workplace,No,,,,,,,FALSE,,FALSE,
Michael PICKHARDT,michael,pickhardt,“Competitive Equilibrium in Markets for Votes”,No,,,,,,,FALSE,,FALSE,
Michael Price,michael,price,When sanction fails?,Yes,,,,,,,,,,
Michael Roberts,michael,roberts,"""The impact of ETF index inclusion on stock prices""",No,,,,,,,FALSE,,FALSE,
Michael Schreck,michael,schreck,On the Role of Reference Dependence and Hyperbolic Discounting Preferences in Labor Supply: Insights from an Optimal Stopping Time Mode,No,,,,,,,FALSE,,FALSE,
Michael Thaler,michael,thaler,Local Energy for Sale: An Experimental Analysis of Consumers’ Decision-Making in Peer-to-Peer Energy Trading Platforms,No,,,,,,,FALSE,,FALSE,
Michael Vlassopoulos,michael,vlassopoulos,Creating Fair Trade: Market Design and Equilibrium Selection,Yes,,,,,,,,,,
Michael Williamson,michael,williamson,Why Cheap Talk is Effective: Intention or Convention?,No,,,,,,,FALSE,,FALSE,
Michael Yu,michael,yu,"""Context, common knowledge, trust and reciprocity""",No,,,,,,,FALSE,,FALSE,
Michal Durinik,michal,durinik,"“A simplified poker game ‐ an experimental study,”",No,,,,,,,FALSE,,FALSE,
Michal Krawczyk,michal,krawczyk,,No,,,,,,,FALSE,,FALSE,
Michalis Drouvelis,michalis,drouvelis,"""A wind tunnel test of wind farm auctions""",No,,,,,,,FALSE,,FALSE,
Michalis DROUVELIS,michalis,drouvelis,“Team competition: Eliminating the gender gap in competitiveness”,No,,,,,,,FALSE,,FALSE,
Michalis rouvelis,michalis,rouvelis,More effort or better technologies? On the effect of relative-performance feedback,No,,,,,,,FALSE,,FALSE,
Michel Marechal,michel,marechal,,No,,,,,,,FALSE,,FALSE,
Michel Tolksdorf,michel,tolksdorf,"""A Robust Test of Prejudice for Discrimination Experiments""",No,,,,,,,FALSE,,FALSE,
Michela Boldrini,michela,boldrini,"""Scientists as activists""",No,,,,,,,FALSE,,FALSE,
Michela Chessa,michela,chessa,Nobel and novice: Author prominence affects peer review,No,,,,,,,FALSE,,FALSE,
Michele Belot,michele,belot,Eliciting beliefs when the distribution matters: a horse race of elicitation interfaces,Yes,,,,,,,,,,
Michele BELOT,michele,belot,“Stability of Time Preferences”,Yes,,,,,,,,,,
Michele Garagnani,michele,garagnani,Gender and Collusion,No,,,,,,,FALSE,,FALSE,
Michelle Brock,michelle,brock,A Hidden Cost of Affirmative Action: Muddying Signals about Women's Ability,No,,,,,,,FALSE,,FALSE,
Michelle Segovia,michelle,segovia,"""Where Do My Tax Dollars Go? Tax Morale Effects of Perceived Government Spending""",No,,,,,,,FALSE,,FALSE,
Michiko Ogaku,michiko,ogaku,"""Keep your eyes on the prize: How to make penalty contracts work""",No,,,,,,,FALSE,,FALSE,
Miguel Angel Martinez-Carrasco,miguel,martinez-carrasco,Social Media in Recruitment,No,,,,,,,FALSE,,FALSE,
Miguel Fonseca,miguel,fonseca,"""Language and Cooperation in Hominin Scavenging""",No,,,,,,,FALSE,,FALSE,
Miguel Luzuriaga,miguel,luzuriaga,To be pro-social or anti-social (or both)? That's the question…,No,,,,,,,FALSE,,FALSE,
Miguel Martinez,miguel,martinez,Punishment with Uncertainty in Public Goods Experiment,No,,,,,,,FALSE,,FALSE,
Mike Chee,mike,chee,An experimental study on high-value payment systems,No,,,,,,,FALSE,,FALSE,
Mike Farjam,mike,farjam,"""Does Experience Sharing Affect Farmers' Pro-environmental Behavior? A Randomized Controlled Trial in Vietnam""",No,,,,,,,FALSE,,FALSE,
Mikhael Shor,mikhael,shor,Point-nonpoint water quality trading: the effects of stochastic abatement and banking,No,,,,,,,FALSE,,FALSE,
Mikhail Anufriev,mikhail,anufriev,Lemon faces: Showing pictures of buyers and sellers reduces trade in markets with asymmetric information,Yes,,,,,,,,,,
Mikhail Monakhov,mikhail,monakhov,Participation and Spatial Coordination in Conservation Incentive Schemes: The Role of Transaction Costs and Communication,No,,,,,,,FALSE,,FALSE,
Milos Fisar,milos,fisar,"""Don't tell anyone I lost to a girl! Gender stereotypes and hiding low performance""",No,,,,,,,FALSE,,FALSE,
Miloš Fišar,miloš,fišar,Manipulating Response Times in the Cognitive Reflection Test,No,,,,,,,FALSE,,FALSE,
Miloš Fisšar,miloš,fisšar,"""Bias in Beliefs: Identifying Social Norms Surrounding Sexual Consent""",No,,,,,,,FALSE,,FALSE,
Min Zhu,min,zhu,"""The Economic Cost of Implicit Ideological Bias""",No,,,,,,,FALSE,,FALSE,
Ming Ge,ming,ge,"""Is it a lie if I don't know? Self-serving dishonesty under ignorance""",No,,,,,,,FALSE,,FALSE,
Ming HSU,ming,hsu,In Defense of Decision-Making Groups: An Analysis of the Hidden Profile Problem with Explicit Incent,No,,,,,,,FALSE,,FALSE,
Ming Jiang,ming,jiang,"Demand for COVID-19 Antibody Testing, and Why it Should Be Free",No,,,,,,,FALSE,,FALSE,
Ming Tsang,ming,tsang,"""Effect of Indefinite Horizons: An Asset Market Experiment""",No,,,,,,,FALSE,,FALSE,
Minhaj Mahmud,minhaj,mahmud,"""When Risky Decisions Generate Externalities""",No,,,,,,,FALSE,,FALSE,
Mir Adnan Mahmood,mir,mahmood,"""Memory and Perceived Political Polarization""",No,,,,,,,FALSE,,FALSE,
Mirco Tonin,mirco,tonin,Time Pressure Preferences,Yes,,,,,,,,,,
Miriam MEZGER,miriam,mezger,Cooperation among strangers when the interaction is repeated indefinitely,No,,,,,,,FALSE,,FALSE,
Miro Mehic,miro,mehic,"""Sustainability by default: Evidence from a quasi-field experiment on carbon compensation in cargo transport""",No,,,,,,,FALSE,,FALSE,
Miroslav Zajicek,miroslav,zajicek,"""A New Design For License Plate Auction With Resale--Theory And Experimental Evidence""",No,,,,,,,FALSE,,FALSE,
MISSING ESA European meeting 2015 in Heidelberg,missing,heidelberg,"""Solidarity And Information""",No,,,,,,,FALSE,,FALSE,
Mitchell Hoffman,mitchell,hoffman,"Search, Effort, and Locus of Control",Yes,,,,,,,,,,
Mitchell Li,mitchell,li,“An experiment on social mislearning”,No,,,,,,,FALSE,,FALSE,
MobLab,moblab,,The Limits of Motivated Reasoning When Self-Image Is Not at Stake,No,,,,,,,FALSE,,FALSE,
Mohamed Ali BCHIR,mohamed,bchir,“The Trust Allocator Game: The Effects of Credible Signaling and Reputation on Trust Dynamics in Dyads”,No,,,,,,,FALSE,,FALSE,
Mohamed El-Komi,mohamed,el-komi,Gift Exchange versus Monetary Exchange: Theory and Evidence,No,,,,,,,FALSE,,FALSE,
Mohamed Seddiki,mohamed,seddiki,How Does Information Improve Cooperation? —An Experiment on Prisoner’s Dilemma with Information on Opponents’ History,No,,,,,,,FALSE,,FALSE,
Mohamed Walid SEDDIKI,mohamed,seddiki,Measuring indirect reciprocity : Whose back do we scratch?,No,,,,,,,FALSE,,FALSE,
Momo Deretic,momo,deretic,Profit Sharing in Highly Interdependent Work Groups: A Lab Experiment,No,,,,,,,FALSE,,FALSE,
Mongoljin Batsaikhan,mongoljin,batsaikhan,,No,,,,,,,FALSE,,FALSE,
Monica Capra,monica,capra,"""Going beyond the in-/out-group dichotomy: Investigating altruism towards middle-groups""",No,,,,,,,FALSE,,FALSE,
Monica CAPRA,monica,capra,“Intermediation Reduces Punishment and Reward”,No,,,,,,,FALSE,,FALSE,
Morgane Plantier,morgane,plantier,"Advice, Social learning, and Intergenerational Games",No,,,,,,,FALSE,,FALSE,
Moritz Janas,moritz,janas,"""Personalization and Ideological Segregation in Social Media""",No,,,,,,,FALSE,,FALSE,
Moritz Loewenfeld,moritz,loewenfeld,"""Contests Within and Between Groups: Theory and Experiment""",No,,,,,,,FALSE,,FALSE,
Moritz von Zahn,moritz,zahn,"""Time Preferences are Affected when Intertemporal Choices Look Like Investments and Loans""",No,,,,,,,FALSE,,FALSE,
Morten Lau,morten,lau,The Types of the money illusion: the experimental study,Yes,,,,,,,,,,
Morten LAU,morten,lau,Do insured take more risk? A safety net game experiment,Yes,,,,,,,,,,
Moshe Hoffman,moshe,hoffman,"“Norms, Intrinsic Motivation, and Corruption: An Experimental Investigation”",Yes,,,,,,,,,,
Mosi Resenboim,mosi,resenboim,Small Victories: Creating Intrinsic Motivation in Savings and Debt Reduction,No,,,,,,,FALSE,,FALSE,
Mosi Rosenboim,mosi,rosenboim,“Information Avoidance and Image Concerns”,No,,,,,,,FALSE,,FALSE,
Mouli Modak,mouli,modak,,No,,,,,,,FALSE,,FALSE,
Moumita Deb,moumita,deb,Gender differences in task performance and expectations,No,,,,,,,FALSE,,FALSE,
Moumita Roy,moumita,roy,"Information Avoidance and Self-Interest in Markets, Dictatorship, and Democracy",No,,,,,,,FALSE,,FALSE,
Muchin Bazan,muchin,bazan,"""Financial education and spillover effects: Experimental evidence from Uganda""",No,,,,,,,FALSE,,FALSE,
Müge Süer,müge,süer,"""Priors and Prejudice""",No,,,,,,,FALSE,,FALSE,
Muhammed Bulutay,muhammed,bulutay,"""Can market selection reduce anomalous behaviour in games? """,Yes,,,,,,,,,,
Munseob Lee,munseob,lee,“An Experimental Comparison of Spectrum Auctions under Uncertainty”,No,,,,,,,FALSE,,FALSE,
Muriel Niederle,muriel,niederle,"""Unethical behavior towards groups""",Yes,,,,,,,,,,
Muruvvet Buyukboyaci,muruvvet,buyukboyaci,,No,,,,,,,FALSE,,FALSE,
Myrna Wooders,myrna,wooders,,No,,,,,,,FALSE,,FALSE,
Na Zuo,na,zuo,"""Does information about local COVID-19 incidence rates increase the use of digital contact tracing apps?""",No,,,,,,,FALSE,,FALSE,
Nadine BETHKE,nadine,bethke,“Information Paradox in Congested Traffic Networks”,No,,,,,,,FALSE,,FALSE,
Nadine Chlass,nadine,chlass,"""Self Image and Strategic Ignorance in Social Decisions""",No,,,,,,,FALSE,,FALSE,
