,Full Name,First Name,Last Name,Title of Presentation,Appeared,Paper Title,Link To Paper,Experiment Type,No Publications,Corresponding Chapter,Corresponding Chapter.1,Added to Zotero,Worker(s),Checked by RP,Action Needed
1132,Matthias Sutter,matthias,sutter,"“Does Economic Freedom Promote Prosociality and Nash Play? A Meta-Meta-Analysis of Experimental Economics Studies and Economic Freedom,”",Yes,,,,,,,,,,
1133,Matthias Weber,matthias,weber,Exogenous and endogenous corporate value statements and help (or sabotage) in the rank-order tournaments - A laboratory experiment,Yes,,,,,,,,,,
1134,Matthias Wibral,matthias,wibral,Ambiguity in Contracts: An Online Experiment,No,,,,,,,False,,False,
1135,Matthieu Pourieux,matthieu,pourieux,"""Impact of lying aversion and prosociality on cheating""",No,,,,,,,False,,False,
1136,Mattia Nardotto,mattia,nardotto,Altruistic punishment as norm-signaling,No,,,,,,,False,,False,
1137,Mattie Toma,mattie,toma,Factors causing non-sincere bidding in the Vickrey auction,Yes,,,,,,,,,,
1138,Mauricio Solorio,mauricio,solorio,,No,,,,,,,False,,False,
1139,Maurizio Iacopeta,maurizio,iacopeta,Color as a Priming Factor in Financial Decisions,No,,,,,,,False,,False,
1140,Mauro Papi,mauro,papi,Multilateral Bargaining with Costly Recognition: An Experiment,No,,,,,,,False,,False,
1141,Max Lobeck,max,lobeck,"Digital Propaganda, Critical Thinking and Stable Preferences",No,,,,,,,False,,False,
1142,Max Planck,max,planck,"""Testing the limits of attraction effect""",No,,,,,,,False,,False,
1143,Maxime Bonneau,maxime,bonneau,Quality verification in markets with reputation: Theory and experiment,No,,,,,,,False,,False,
1144,Maxime Nicolas,maxime,nicolas,"""Algorithmic Price Recommendations and Collusion: Experimental Evidence""",No,,,,,,,False,,False,
1145,Maximilian Andres,maximilian,andres,"""Quotas and Opioid Crisis: An Experimental Analysis""",No,,,,,,,False,,False,
1146,Maximilian Germann,maximilian,germann,What Determines Non-equilibrium Behavior in Games: Wrong Belief or Limited Ability?,No,,,,,,,False,,False,
1147,Maximilian Hoyer,maximilian,hoyer,"""Voluntary Cooperation in Networks Without Network Externalities: An Experimental Study""",No,,,,,,,False,,False,
1148,Maximilian Spaeth,maximilian,spaeth,"""Hidden Identity and Social Preferences: Evidence From Sexual Minorities""",No,,,,,,,False,,False,
1149,Maya Haran Rosen,maya,rosen,"""The trade-off between liquidity and insurance: a lab-in-the-field experiment with Colombian rural workers""",No,,,,,,,False,,False,
1150,Mayada Oudah,mayada,oudah,"""Strategic Complexity and the Value of Thinking""",No,,,,,,,False,,False,
1151,Mayuko Nakamaru,mayuko,nakamaru,Markets and the emergence of social relationships: A Laboratory Experiment,No,,,,,,,False,,False,
1152,Md Moshi Ul Alam,md,alam,"""The Minority Trap: Minority Status Drives Women Out of Male-Dominated Fields""",No,,,,,,,False,,False,
1153,Megan Lang,megan,lang,"""Psychology, Skills, or Cash?""",Yes,,,,,,,,,,
1154,Meghana Bhatt,meghana,bhatt,An experimental analysis of blind punishment on non-verifiable behavior,No,,,,,,,False,,False,
1155,Mehmet Yigit Gurdal,mehmet,gurdal,Voluntary Partnerships For Equally Sharing Contribution Costs - Theoretical Aspects and Experimental Evidence -,No,,,,,,,False,,False,
1156,Mei Gao,mei,gao,Do women choke under pressure? The effect of stakes on the gender gap in competition,No,,,,,,,False,,False,
1157,Meike Benker,meike,benker,An Experiment on Partial Cross-Ownership in Oligopolistic Markets,No,,,,,,,False,,False,
1158,Melanie Dunger,melanie,dunger,Residential discrimination and trustworthiness,No,,,,,,,False,,False,
1159,Melanie Parravano,melanie,parravano,"""Time is money! Experiments on the values of time saving""",No,,,,,,,False,,False,
1160,Melanie Wasserman,melanie,wasserman,"""Who Ya Gonna Call?: Investigating gender differences in demand for parental involvement""",No,,,,,,,False,,False,
1161,Meng-Chien Su,meng-chien,su,Voluntary Contribution Mechanism Played over an Infinite HorizonVoluntary Contribution Mechanism Played over an Infinite Horizon Voluntary Contribution Mechanism Played over an Infinite Horizon,No,,,,,,,False,,False,
1162,Meng-Jhang Fong,meng-jhang,fong,,No,,,,,,,False,,False,
1163,Menghan Xu,menghan,xu,Should misfortunes come singly? Investigation of individuals' outcome editing in financial and social contexts,No,,,,,,,False,,False,
1164,Mengling Li,mengling,li,Emotional intelligence in ultimatum and trust games,No,,,,,,,False,,False,
1165,Menglong Guan,menglong,guan,,No,,,,,,,False,,False,
1166,Mengxing Wei,mengxing,wei,"""Grit, Discounting, & Time Inconsistency""",No,,,,,,,False,,False,
1167,Menusch Khadjavi,menusch,khadjavi,Giving Less after Being Generous: An Experiment on Donation Behavior,Yes,,,,,,,,,,
1168,Merav Malcman,merav,malcman,The misery of spending down the nest egg,No,,,,,,,False,,False,
1169,Merel van Hulsen,merel,hulsen,The Cross-section of Return and Risk Relationship: New Evidences from Portfolio Diversification Strategies,No,,,,,,,False,,False,
1170,Merve Akbas,merve,akbas,An Experimental Investigation into the Success or Failure of Joint Ventures,No,,,,,,,False,,False,
1171,Meryl Motika,meryl,motika,"""Simultaneous Screening and College Admissions: An Experimental Study""",No,,,,,,,False,,False,
1172,Mey-Ling Sommer,mey-ling,sommer,"""The Experience of Social Risk""",No,,,,,,,False,,False,
1173,Mia Karabegovic,mia,karabegovic,Employees’ reaction to gender pay transparency: an online experiment,No,,,,,,,False,,False,
1174,Mia Kesselman-Evans,mia,kesselman-evans,,No,,,,,,,False,,False,
1175,Miao Jin,miao,jin,Index products and asset markets,No,,,,,,,False,,False,
1176,Michael Brock,michael,brock,"""Discrimination and Stereotypes in the Age of Covid19- Evidence from a Field Experiment""",No,,,,,,,False,,False,
1177,Michael Caldara,michael,caldara,Fact or Fiction? Gender and the Truthfulness of Campaign Messages,No,,,,,,,False,,False,
1178,Michael Cooper,michael,cooper,"""Salience Perception and Behavior in Risk, Time, and Social Choice""",Yes,,,,,,,,,,
1179,Michael Ewens,michael,ewens,Monopolistic Competition in the Lab,No,,,,,,,False,,False,
1180,Michael Kirchler,michael,kirchler,Monetary Policies in the Laboratory,Yes,,,,,,,,,,
1181,Michael Kremer,michael,kremer,Mimicry,Yes,,,,,,,,,,
1182,Michael Kuhn,michael,kuhn,Verbal Feedback and Punishment in Public Good Games.,Yes,,,,,,,,,,
1183,Michael Kurschilgen,michael,kurschilgen,Information Exchange and Multiple Peer Groups: A Natural Experiment in an Online Community,No,,,,,,,False,,False,
1184,Michael Majerczyk,michael,majerczyk,“Trust COVID and Negative Income Shocks”,No,,,,,,,False,,False,
1185,Michael McBride,michael,mcbride,"""Coordination Games in the Continuous Time""",No,,,,,,,False,,False,
1186,Michael McKee,michael,mckee,Peer Pressure Incentives and Gender: An Experimental Analysis of Motivation in the Workplace,No,,,,,,,False,,False,
1187,Michael PICKHARDT,michael,pickhardt,“Competitive Equilibrium in Markets for Votes”,No,,,,,,,False,,False,
1188,Michael Price,michael,price,When sanction fails?,Yes,,,,,,,,,,
1189,Michael Roberts,michael,roberts,"""The impact of ETF index inclusion on stock prices""",No,,,,,,,False,,False,
1190,Michael Schreck,michael,schreck,On the Role of Reference Dependence and Hyperbolic Discounting Preferences in Labor Supply: Insights from an Optimal Stopping Time Mode,No,,,,,,,False,,False,
1191,Michael Thaler,michael,thaler,Local Energy for Sale: An Experimental Analysis of Consumers’ Decision-Making in Peer-to-Peer Energy Trading Platforms,No,,,,,,,False,,False,
1192,Michael Vlassopoulos,michael,vlassopoulos,Creating Fair Trade: Market Design and Equilibrium Selection,Yes,,,,,,,,,,
1193,Michael Williamson,michael,williamson,Why Cheap Talk is Effective: Intention or Convention?,No,,,,,,,False,,False,
1194,Michael Yu,michael,yu,"""Context, common knowledge, trust and reciprocity""",No,,,,,,,False,,False,
1195,Michal Durinik,michal,durinik,"“A simplified poker game ‐ an experimental study,”",No,,,,,,,False,,False,
1196,Michal Krawczyk,michal,krawczyk,,No,,,,,,,False,,False,
1197,Michalis Drouvelis,michalis,drouvelis,"""A wind tunnel test of wind farm auctions""",No,,,,,,,False,,False,
1198,Michalis DROUVELIS,michalis,drouvelis,“Team competition: Eliminating the gender gap in competitiveness”,No,,,,,,,False,,False,
1199,Michalis rouvelis,michalis,rouvelis,More effort or better technologies? On the effect of relative-performance feedback,No,,,,,,,False,,False,
1200,Michel Marechal,michel,marechal,,No,,,,,,,False,,False,
1201,Michel Tolksdorf,michel,tolksdorf,"""A Robust Test of Prejudice for Discrimination Experiments""",No,,,,,,,False,,False,
1202,Michela Boldrini,michela,boldrini,"""Scientists as activists""",No,,,,,,,False,,False,
1203,Michela Chessa,michela,chessa,Nobel and novice: Author prominence affects peer review,No,,,,,,,False,,False,
1204,Michele Belot,michele,belot,Eliciting beliefs when the distribution matters: a horse race of elicitation interfaces,Yes,,,,,,,,,,
1205,Michele BELOT,michele,belot,“Stability of Time Preferences”,Yes,,,,,,,,,,
1206,Michele Garagnani,michele,garagnani,Gender and Collusion,No,,,,,,,False,,False,
1207,Michelle Brock,michelle,brock,A Hidden Cost of Affirmative Action: Muddying Signals about Women's Ability,No,,,,,,,False,,False,
1208,Michelle Segovia,michelle,segovia,"""Where Do My Tax Dollars Go? Tax Morale Effects of Perceived Government Spending""",No,,,,,,,False,,False,
1209,Michiko Ogaku,michiko,ogaku,"""Keep your eyes on the prize: How to make penalty contracts work""",No,,,,,,,False,,False,
1210,Miguel Angel Martinez-Carrasco,miguel,martinez-carrasco,Social Media in Recruitment,No,,,,,,,False,,False,
1211,Miguel Fonseca,miguel,fonseca,"""Language and Cooperation in Hominin Scavenging""",No,,,,,,,False,,False,
1212,Miguel Luzuriaga,miguel,luzuriaga,To be pro-social or anti-social (or both)? That's the question…,No,,,,,,,False,,False,
1213,Miguel Martinez,miguel,martinez,Punishment with Uncertainty in Public Goods Experiment,No,,,,,,,False,,False,
1214,Mike Chee,mike,chee,An experimental study on high-value payment systems,No,,,,,,,False,,False,
1215,Mike Farjam,mike,farjam,"""Does Experience Sharing Affect Farmers' Pro-environmental Behavior? A Randomized Controlled Trial in Vietnam""",No,,,,,,,False,,False,
1216,Mikhael Shor,mikhael,shor,Point-nonpoint water quality trading: the effects of stochastic abatement and banking,No,,,,,,,False,,False,
1217,Mikhail Anufriev,mikhail,anufriev,Lemon faces: Showing pictures of buyers and sellers reduces trade in markets with asymmetric information,Yes,,,,,,,,,,
1218,Mikhail Monakhov,mikhail,monakhov,Participation and Spatial Coordination in Conservation Incentive Schemes: The Role of Transaction Costs and Communication,No,,,,,,,False,,False,
1219,Milos Fisar,milos,fisar,"""Don't tell anyone I lost to a girl! Gender stereotypes and hiding low performance""",No,,,,,,,False,,False,
1220,Miloš Fišar,miloš,fišar,Manipulating Response Times in the Cognitive Reflection Test,No,,,,,,,False,,False,
1221,Miloš Fisšar,miloš,fisšar,"""Bias in Beliefs: Identifying Social Norms Surrounding Sexual Consent""",No,,,,,,,False,,False,
1222,Min Zhu,min,zhu,"""The Economic Cost of Implicit Ideological Bias""",No,,,,,,,False,,False,
1223,Ming Ge,ming,ge,"""Is it a lie if I don't know? Self-serving dishonesty under ignorance""",No,,,,,,,False,,False,
1224,Ming HSU,ming,hsu,In Defense of Decision-Making Groups: An Analysis of the Hidden Profile Problem with Explicit Incent,No,,,,,,,False,,False,
1225,Ming Jiang,ming,jiang,"Demand for COVID-19 Antibody Testing, and Why it Should Be Free",No,,,,,,,False,,False,
1226,Ming Tsang,ming,tsang,"""Effect of Indefinite Horizons: An Asset Market Experiment""",No,,,,,,,False,,False,
1227,Minhaj Mahmud,minhaj,mahmud,"""When Risky Decisions Generate Externalities""",No,,,,,,,False,,False,
1228,Mir Adnan Mahmood,mir,mahmood,"""Memory and Perceived Political Polarization""",No,,,,,,,False,,False,
1229,Mirco Tonin,mirco,tonin,Time Pressure Preferences,Yes,,,,,,,,,,
1230,Miriam MEZGER,miriam,mezger,Cooperation among strangers when the interaction is repeated indefinitely,No,,,,,,,False,,False,
1231,Miro Mehic,miro,mehic,"""Sustainability by default: Evidence from a quasi-field experiment on carbon compensation in cargo transport""",No,,,,,,,False,,False,
1232,Miroslav Zajicek,miroslav,zajicek,"""A New Design For License Plate Auction With Resale--Theory And Experimental Evidence""",No,,,,,,,False,,False,
1233,MISSING ESA European meeting 2015 in Heidelberg,missing,heidelberg,"""Solidarity And Information""",No,,,,,,,False,,False,
1234,Mitchell Hoffman,mitchell,hoffman,"Search, Effort, and Locus of Control",Yes,,,,,,,,,,
1235,Mitchell Li,mitchell,li,“An experiment on social mislearning”,No,,,,,,,False,,False,
1236,MobLab,moblab,,The Limits of Motivated Reasoning When Self-Image Is Not at Stake,No,,,,,,,False,,False,
1237,Mohamed Ali BCHIR,mohamed,bchir,“The Trust Allocator Game: The Effects of Credible Signaling and Reputation on Trust Dynamics in Dyads”,No,,,,,,,False,,False,
1238,Mohamed El-Komi,mohamed,el-komi,Gift Exchange versus Monetary Exchange: Theory and Evidence,No,,,,,,,False,,False,
1239,Mohamed Seddiki,mohamed,seddiki,How Does Information Improve Cooperation? —An Experiment on Prisoner’s Dilemma with Information on Opponents’ History,No,,,,,,,False,,False,
1240,Mohamed Walid SEDDIKI,mohamed,seddiki,Measuring indirect reciprocity : Whose back do we scratch?,No,,,,,,,False,,False,
1241,Momo Deretic,momo,deretic,Profit Sharing in Highly Interdependent Work Groups: A Lab Experiment,No,,,,,,,False,,False,
1242,Mongoljin Batsaikhan,mongoljin,batsaikhan,,No,,,,,,,False,,False,
1243,Monica Capra,monica,capra,"""Going beyond the in-/out-group dichotomy: Investigating altruism towards middle-groups""",No,,,,,,,False,,False,
1244,Monica CAPRA,monica,capra,“Intermediation Reduces Punishment and Reward”,No,,,,,,,False,,False,
1245,Morgane Plantier,morgane,plantier,"Advice, Social learning, and Intergenerational Games",No,,,,,,,False,,False,
1246,Moritz Janas,moritz,janas,"""Personalization and Ideological Segregation in Social Media""",No,,,,,,,False,,False,
1247,Moritz Loewenfeld,moritz,loewenfeld,"""Contests Within and Between Groups: Theory and Experiment""",No,,,,,,,False,,False,
1248,Moritz von Zahn,moritz,zahn,"""Time Preferences are Affected when Intertemporal Choices Look Like Investments and Loans""",No,,,,,,,False,,False,
1249,Morten Lau,morten,lau,The Types of the money illusion: the experimental study,Yes,,,,,,,,,,
1250,Morten LAU,morten,lau,Do insured take more risk? A safety net game experiment,Yes,,,,,,,,,,
1251,Moshe Hoffman,moshe,hoffman,"“Norms, Intrinsic Motivation, and Corruption: An Experimental Investigation”",Yes,,,,,,,,,,
1252,Mosi Resenboim,mosi,resenboim,Small Victories: Creating Intrinsic Motivation in Savings and Debt Reduction,No,,,,,,,False,,False,
1253,Mosi Rosenboim,mosi,rosenboim,“Information Avoidance and Image Concerns”,No,,,,,,,False,,False,
1254,Mouli Modak,mouli,modak,,No,,,,,,,False,,False,
1255,Moumita Deb,moumita,deb,Gender differences in task performance and expectations,No,,,,,,,False,,False,
1256,Moumita Roy,moumita,roy,"Information Avoidance and Self-Interest in Markets, Dictatorship, and Democracy",No,,,,,,,False,,False,
1257,Muchin Bazan,muchin,bazan,"""Financial education and spillover effects: Experimental evidence from Uganda""",No,,,,,,,False,,False,
1258,Müge Süer,müge,süer,"""Priors and Prejudice""",No,,,,,,,False,,False,
1259,Muhammed Bulutay,muhammed,bulutay,"""Can market selection reduce anomalous behaviour in games? """,Yes,,,,,,,,,,
1260,Munseob Lee,munseob,lee,“An Experimental Comparison of Spectrum Auctions under Uncertainty”,No,,,,,,,False,,False,
1261,Muriel Niederle,muriel,niederle,"""Unethical behavior towards groups""",Yes,,,,,,,,,,
1262,Muruvvet Buyukboyaci,muruvvet,buyukboyaci,,No,,,,,,,False,,False,
1263,Myrna Wooders,myrna,wooders,,No,,,,,,,False,,False,
1264,Na Zuo,na,zuo,"""Does information about local COVID-19 incidence rates increase the use of digital contact tracing apps?""",No,,,,,,,False,,False,
1265,Nadine BETHKE,nadine,bethke,“Information Paradox in Congested Traffic Networks”,No,,,,,,,False,,False,
1266,Nadine Chlass,nadine,chlass,"""Self Image and Strategic Ignorance in Social Decisions""",No,,,,,,,False,,False,
1267,Nagore Iriberri,nagore,iriberri,“Continuous Double Auctions Online and in the Lab”,No,,,,,,,False,,False,
